Name,County,Address,Coordinates,Description,Verified_Access
SPRING CREEK SPRING #3,Wakulla,"Wakulla County, Florida","30.08168606, -84.32941669",This spring is mentioned in FGS Bulletins 31R and 66. Submarine spring discharging below sea level in coastal saltwater. FGS Nov 1997 located with observable boil.,Not Verified
SPRING CREEK SPRING #4,Wakulla,"Wakulla County, Florida","30.07999162, -84.33070836",This spring is mentioned in FGS Bulletins 31R and 66. Submarine spring discharging below sea level in coastal saltwater. FGS Nov 1997 did not locate due to no observable boil on that trip.  Springs 4 and 6 are in main channel of Spring Creek and were located by seismic survey.,Not Verified
SPRING CREEK SPRING #5,Wakulla,"Wakulla County, Florida","30.07862773, -84.33021114",This spring is mentioned in FGS Bulletins 31R and 66,Not Verified
SPRING CREEK SPRING #6,Wakulla,"Wakulla County, Florida","30.07510273, -84.3287778",This spring is mentioned in FGS Bulletins 31R and 66. Submarine spring discharging below sea level in coastal saltwater. FGS Nov 1997 did not locate due to no observable boil on that trip.  Springs 4 and 6 are in main channel of Spring Creek and were located by seismic survey.,Not Verified
SPRING CREEK SPRING #7,Wakulla,"Wakulla County, Florida","30.0758694, -84.32958891",This spring is mentioned in FGS Bulletins 31R and 66,Not Verified
SPRING CREEK SPRING #8,Wakulla,"Wakulla County, Florida","30.0741944, -84.32678891",This spring is mentioned in FGS Bulletins 31R and 66; Submarine spring discharging below sea level in coastal saltwater. FGS Nov 1997 located with observable boil and large turbulent flow same as Spring Creek #2.,Not Verified
SPRING CREEK SPRING #9,Wakulla,"Wakulla County, Florida","30.08001662, -84.33185836",Submarine spring discharging below sea level in coastal saltwater. FGS Nov 1997 found this new spring with observable large turbulent boil with muddy or murky water. Not in Rosenau etal 1977.,Not Verified
SPRING WARRIOR SPRING,Taylor,"Taylor County, Florida","29.93501836, -83.60976574",Originally cataloged by SRWMD - Hornsby; discharge included in 2000 SRWMD Report,Not Verified
SPRINGBOARD SPRING,Jackson,"Jackson County, Florida","30.70760567, -85.30460404",Spring is listed in FG B66 and NWFWMD WRSR 0401,Not Verified
ST MARKS RIVER RISE,Leon,"Leon County, Florida","30.276047, -84.148932","This spring is listed in FGS Bulletins 31, 31R and 66, as well as NWFWMD WRSR06-03.",Not Verified
ST MARKS SULFUR SPRING #1,Wakulla,"Wakulla County, Florida","30.2313333, -84.1787333",Natural spring in Florida,Not Verified
ST MARKS SULFUR SPRING #1,Wakulla,"Wakulla County, Florida","30.2646166, -84.1515666",This spring is listed in NWFWMD WRSR06-03 as St. Marks Sulfur Spring #1.,Not Verified
ST MARKS SULFUR SPRING #2,Wakulla,"Wakulla County, Florida","30.2585833, -84.1490666",This spring is listed in NWFWMD WRSR06-03 as St. Marks Sulfur Spring #2.,Not Verified
STARBUCK SPRING,Seminole,"Seminole County, Florida","28.69701333, -81.39117083",Natural spring in Florida,Not Verified
STEINHATCHEE RIVER RISE,Dixie,"Dixie County, Florida","29.76991222, -83.325035","This spring is the re-emergence of the Steinhatchee River, which goes underground approximately 3 miles upgradient of the spring. More information on this spring cna be found in FGS Bulletin 66, pg. 86 and SRWMD WR00-03.",Not Verified
STEINHATCHEE SPRING,Lafayette,"Lafayette County, Florida","29.84129611, -83.30809444","Information on this spring can be found in Florida Geological Survey Bulletin 66, pg. 541; Additionalinformation can be found in SRWMD WR00-03.",Not Verified
STEVENSON SPRING,Suwannee,"Suwannee County, Florida","30.41708861, -83.15295",SRWMD Staff advised this spring has been classified as 2nd Magnitude but should be placed on the 1st Magnitude spring list. 7/1/15 djh;,Not Verified
STRICKLAND SPRING #1,Washington,"Washington County, Florida","30.44129555, -85.54403413",Natural spring in Florida,Not Verified
STRICKLAND SPRING #2,Washington,"Washington County, Florida","30.44073329, -85.54489725",Natural spring in Florida,Not Verified
STUART SPRING,Madison,"Madison County, Florida","30.55495889, -83.26215734",Spring is an estavelle.  SRWMD 070115;,Not Verified
SU-NO-WA SPRING,Nassau,"Nassau County, Florida","30.43810144, -81.88314106",Seep,Not Verified
SULFUR SPRING (ORANGE),Orange,"Orange County, Florida","28.770181, -81.50918334",Spring,Not Verified
SULPHUR SPRING (HILLSBOROUGH),Hillsborough,"Hillsborough County, Florida","28.02113356, -82.45163502",Spring          Urban/Suburban,Not Verified
SUN EDEN SPRING,Lake,"Lake County, Florida","28.744438, -81.819888",Natural spring in Florida,Not Verified
SUN SPRINGS,Gilchrist,"Gilchrist County, Florida","29.704736, -82.933527","Information on this spring can be found in FGS Bulletins 31R and 66, and SRWMD report WR99-02.",Not Verified
SUNBEAM SPRING,Columbia,"Columbia County, Florida","29.92809443, -82.76981389",Spring is estavelle.  SRWMD 070115;,Not Verified
SUW1017972,Suwannee,"Suwannee County, Florida","30.423041, -83.0154244",Natural spring in Florida,Not Verified
SUW718971,Suwannee,"Suwannee County, Florida","30.064045, -83.061996",Natural spring in Florida,Not Verified
SUWANACOOCHEE SPRING,Madison,"Madison County, Florida","30.38667167, -83.17176722",Natural spring in Florida,Not Verified
SUWANNEE BLUE SPRING,Suwannee,"Suwannee County, Florida","30.08147168, -83.06902134",Spring is resurgence. Spring three pools and spring run wall of cement;  SRWMD 070115;  three pools.,County Park
SUWANNEE BLUE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.42229444, -83.01375556",Natural spring in Florida,County Park
SUWANNEE SPRING (SUWANNEE),Hamilton,"Hamilton County, Florida","30.42845417, -83.02960139",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.39647, -82.93720194",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","29.89670972, -82.87282889",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Hamilton,"Hamilton County, Florida","30.43819444, -83.07872222",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","29.93239119, -82.8007509",Spring,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","29.9128725, -82.84515056",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.28574721, -83.23102778",Spring,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.31288944, -83.20975194",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.31321861, -83.20980778",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.3919475, -83.166955",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.40442083, -83.15771056",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.42772333, -83.0510575",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.42773556, -83.05930333",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.43668778, -83.07883028",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.43706944, -83.08694806",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.38278667, -82.91516278",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Lafayette,"Lafayette County, Florida","30.06201483, -83.05730583",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.34649056, -82.83172083",Discharging from bed of river near center; discovered and named by G. Maddox,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.03268194, -83.01350639",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.08363615, -83.08705687",Spring,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.09089083, -83.09735028",Spring station is located in Suwannee River,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.10256639, -83.1142625",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.1053675, -83.12131806",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.42421889, -83.06901028",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.42421889, -83.06901028",Natural spring in Florida,Not Verified
SUWANNEE SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.06050833, -83.053345",Natural spring in Florida,Not Verified
SUWANNEE SPRINGS,Suwannee,"Suwannee County, Florida","30.39447778, -82.9345375",Natural spring in Florida,Not Verified
SWALLOW HOLE SPRING,Gilchrist,"Gilchrist County, Florida","29.8548265, -82.72738298",Spring type is estavelle.  SRWMD 070115;,Not Verified
SWAMP SINK,Citrus,"Citrus County, Florida","28.87815, -82.59672222",Site is a circular feature located off a canal in a swamp; partially bermed; no vent but has had diffuse flow and may no longer flow per resident 2008,Not Verified
SWEET BAY SPRING,Wakulla,"Wakulla County, Florida","30.2253, -84.27678",This spring is listed in NWFWMD WRSR 06-03 as well as in the Krause Springs coverage. The spring is located within the Wakulla Spring State Park.,Not Verified
SWEETWATER SPRINGS,Marion,"Marion County, Florida","29.21877804, -81.659869",Spring,Not Verified
SYLVAN SPRING #1,Bay,"Bay County, Florida","30.43184023, -85.5482728","In June 2003, the spring was stagnant, greenish, and barely flowing. Sylvan 1, 2, 3 are featured in NWFWMD WRSR 04-02",Not Verified
SYLVAN SPRING #2,Bay,"Bay County, Florida","30.43395465, -85.54864692","Sylvan Springs Group is comprised of eight spring vents situated along a limestone fissure near west side of large, approximately 125 ft. (38.1 m) diameter, shallow spring pool.  NWFWMD discharge for group is 2nd Magnitude together. NWFWMD WRSR 04-02",Not Verified
SYLVAN SPRING #3,Bay,"Bay County, Florida","30.4324369, -85.54882419","Sylvan Springs Group is comprised of eight spring vents situated along a limestone fissure near west side of large, approximately 125 ft. (38.1 m) diameter, shallow spring pool.  NWFWMD discharge for group is 2nd Magnitude together. NWFWMD WRSR 04-02",Not Verified
TANNER SPRING #1 (JACKSON),Jackson,"Jackson County, Florida","30.824955, -85.325189",Spring is listed in FGS B66 and NWFWMD WRSR 04-01,Not Verified
TANNER SPRING #2 (JACKSON),Jackson,"Jackson County, Florida","30.82554545, -85.32529663",This spring is not specificaly mentioned in any FGS springs document but it is listed in the NWFWMD WRSR04-01,Not Verified
TANNER SPRING (HAMILTON),Hamilton,"Hamilton County, Florida","30.46457499, -83.21773333",Spring is an estavelle.  SRWMD 070115;,Not Verified
TANNER SPRINGS (JACKSON),Jackson,"Jackson County, Florida","30.82495458, -85.32518902",This spring is listed in FGS B66 and NWFWMD WRSR 04-01,Not Verified
TARPON HOLE SPRING,Citrus,"Citrus County, Florida","28.88184417, -82.59481444",Natural spring in Florida,Not Verified
TARPON HOLE SPRINGS #2 COMPLEX,Citrus,"Citrus County, Florida","28.88185556, -82.59426944",Spring system has three large vents in this area;  this spring is easternmost vent; vent is large fracture cracks; discharge is high,Not Verified
TARPON HOLE SPRINGS COMPLEX,Citrus,"Citrus County, Florida","28.87649444, -82.59893889",Spring vent is in middle of three large vent systems; fractures and small holes on bottom; discharge high,Not Verified
TAY924993,Taylor,"Taylor County, Florida","30.108326, -83.628177",Spring is listed in FGS Bulletin 66.,Not Verified
TAYLOR  SPRING,Dixie,"Dixie County, Florida","29.734015, -83.34713944",Information on this spring can be found in SRWMD WR00-03; spring is also listed in FGS Bulletin 66 Appendix B2,Not Verified
TAYLOR BLUE SPRING,Taylor,"Taylor County, Florida","29.97209995, -83.74580002",Natural spring in Florida,County Park
TAYLOR SEEP 01,Taylor,"Taylor County, Florida","29.95299995, -83.69720003",Natural spring in Florida,Not Verified
TAYLOR SEEP 02,Taylor,"Taylor County, Florida","29.95249995, -83.69440002",Natural spring in Florida,Not Verified
TAYLOR SPRING,Dixie,"Dixie County, Florida","29.73138889, -83.34638889",Information on this spring can be found in SRWMD WR00-03; spring is also listed in FGS Bulletin 66 Appendix B2,Not Verified
TAYLOR SPRING,Taylor,"Taylor County, Florida","30.15352083, -83.85573","Spring is listed in B66 Appendix B2, originally reported by Hornsby with the SRWMD.",Not Verified
TAYLOR SPRING,Taylor,"Taylor County, Florida","29.67636388, -83.38535278","Information on this spring can be found in FGS Bulletin 66, pg. 640 and in SRWMD WR00-03.",Not Verified
TAYLOR SPRING,Taylor,"Taylor County, Florida","29.97197273, -83.74607502",Natural spring in Florida,Not Verified
TAYLOR SPRING,Taylor,"Taylor County, Florida","29.97204273, -83.74488947",Natural spring in Florida,Not Verified
TAYLOR SPRING,Taylor,"Taylor County, Florida","29.87355549, -83.62572224",Originally cataloged by SRWMD - Hornsby; discharge included in 2000 SRWMD Report,Not Verified
TAYLOR SPRING,Taylor,"Taylor County, Florida","29.7440375, -83.34507028",Information on this spring can be found in SRWMD WR00-03; spring is also listed in FGS Bulletin 66 Appendix B2,Not Verified
TAYLOR SPRING,Taylor,"Taylor County, Florida","30.10726558, -83.62684354",Information on this spring can be found in FGS Bulletin 66.,Not Verified
TAYLOR UNNAMED SPRING,Taylor,"Taylor County, Florida","29.87358327, -83.62605559",Spring vent emits water directly into tidal creek.,Not Verified
TAYLOR UNNAMED SPRING,Taylor,"Taylor County, Florida","30.10718296, -83.62664581",Spring is listed in FGS Bulletin 66,Not Verified
TELFORD SINK,Suwannee,"Suwannee County, Florida","30.10740745, -83.16658529",Spring type is resurgence.  SRWMD 070115;,Not Verified
TELFORD SPRING,Suwannee,"Suwannee County, Florida","30.10704944, -83.16573917",Natural spring in Florida,Not Verified
THOMAS PROMISE SPRING,Taylor,"Taylor County, Florida","29.97869995, -83.75330003",Natural spring in Florida,Not Verified
THOMAS SPRING (JEFFERSON),Jefferson,"Jefferson County, Florida","30.33971329, -83.99232419",This spring is listed in FGS Bulleitn 66 and SRWMD WR-00-03.,Not Verified
THOMAS SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.1455, -83.23041944","The spring is in circular depression that opens through levee along the Suwannee River.  On date of visit February 2004, water flowed from small opening in ground about 18 in in diameter, creating oval pool about 6 ft wide.",Not Verified
THREE SISTERS SPRING #1,Citrus,"Citrus County, Florida","28.88832778, -82.5889",SWFWMD Changed Three Sisters Names and Location Data WMIS,Not Verified
THREE SISTERS SPRING #2,Citrus,"Citrus County, Florida","28.88874444, -82.58927222",SWFWMD Changed Three Sisters Names and Location Data WMIS,Not Verified
THREE SISTERS SPRING #3,Citrus,"Citrus County, Florida","28.88882222, -82.58965",SWFWMD Changed Three Sisters Names and Location Data WMIS,Not Verified
THUNDERHOLE VALLEY SPRING,Madison,"Madison County, Florida","30.41243976, -83.20854735",Natural spring in Florida,Not Verified
THUNDERING SPRINGS,Holmes,"Holmes County, Florida","30.92076093, -85.89087197",Natural spring in Florida,Not Verified
TIGER HAMMOCK SPRING,Wakulla,"Wakulla County, Florida","30.1958833, -84.2594833",General information about this spring can be found in NWFWMD WRSR 06-03,Not Verified
TIMBER SPRING,Marion,"Marion County, Florida","29.21563889, -82.04161111",Natural spring in Florida,Not Verified
TOBACCO PATCH LANDING SPRING,Marion,"Marion County, Florida","29.42853539, -81.92391296",Spring     The spring is covered by rodman reservoir.,Not Verified
TRACK ONE,Columbia,"Columbia County, Florida","29.85682089, -82.73089813",Spring type is resurgence.  SRWMD 070115;,Not Verified
TRAIL SPRING,Gilchrist,"Gilchrist County, Florida","29.898358, -82.866712",Natural spring in Florida,Not Verified
TRAM SPRINGS,Orange,"Orange County, Florida","28.76777778, -81.47055556",Natural spring in Florida,Not Verified
TREEHOUSE SPRING,Alachua,"Alachua County, Florida","29.854886, -82.602876",Natural spring in Florida,Not Verified
TRICKLE SPRING,Lake,"Lake County, Florida","28.87144444, -81.45166667",Natural spring in Florida,Not Verified
TROOP SPRING,Gilchrist,"Gilchrist County, Florida","29.91141083, -82.84234722",Natural spring in Florida,Not Verified
TROTTER LOWER SPRING,Citrus,"Citrus County, Florida","28.79664967, -82.5862108",Natural spring in Florida,Not Verified
TROTTER MAIN SPRING,Citrus,"Citrus County, Florida","28.7964775, -82.58639639",Natural spring in Florida,Not Verified
TROTTER UPPER SPRING,Citrus,"Citrus County, Florida","28.79664967, -82.585933",Natural spring in Florida,Not Verified
TROY SPRING,Lafayette,"Lafayette County, Florida","30.00602611, -82.9975025",Natural spring in Florida,State Park
TUPELO SPRING,Washington,"Washington County, Florida","30.47707056, -85.52694412",Natural spring in Florida,Not Verified
TURN AROUND SPRING,Wakulla,"Wakulla County, Florida","30.2324778, -84.2884483","This spring is listed in NWFWMD WRSR 06-03, NWFWMD describes the spring having a spring pool of 12 feet in diameter with water discharging from several vents, the largest of which is located in the center of the spring pool at a depth of six feet.",Not Verified
TURTLE MEADOWS SPRING,Marion,"Marion County, Florida","29.21588889, -82.04588889",Natural spring in Florida,Not Verified
TURTLE NOOK SPRING,Marion,"Marion County, Florida","29.21583333, -82.045",Natural spring in Florida,Not Verified
TURTLE SPRING,Lafayette,"Lafayette County, Florida","29.84739306, -82.89028611",Information on this spring can be found in FGS Bulletin 31R and 66 as well as SRWMD report WR99-02.,Not Verified
TWIN CAVES SPRING,Jackson,"Jackson County, Florida","30.78695134, -85.14488058",Twin Caves Spring is listed in FGS B66 and NWFWMD WRSR0401,Not Verified
TWIN SPRING,Gilchrist,"Gilchrist County, Florida","29.84045371, -82.70586367",Spring is an estavelle.  SRWMD 070115;,Not Verified
Tay77043,Wakulla,"Wakulla County, Florida","29.97239995, -83.74460003",Generic Karst Spring; Located on foot by: Karlee Fowler and Tom Greenhalgh,Not Verified
The Crack,JK,"JK County, Florida","30.70720567, -85.30750404",Spring is listed in FGS B66 appendix b2 and in NWFWMD WRSR 0401,Not Verified
Timmhatten Spring,MR,"MR County, Florida","29.222203, -81.666508","This spring was reported by SJRWMD, at the time of discovery (06/23), the spring had an estimated discharge at 5-10cfs, water quality measurements were taken and reported as follows: Temp: 74.59, DO%14.7, SPC:9370, SAL-ppt: 5.25, pH: 7.56",Not Verified
Tree Fork,Wakulla,"Wakulla County, Florida","29.93409995, -83.67900002",More iron staining in ditch on south side.  Flow going in both directions.  Steam coming off of a small boil located in between the trunk and branch of fallen tree. Around 1 cfs; Located on foot by: Karlee Fowler and Tom Greenhalgh,Not Verified
UNNAMED SPRING,Citrus,"Citrus County, Florida","28.883714, -82.595347",Paradise Point on Banana Island,Not Verified
UNNAMED SPRING (Madison),Madison,"Madison County, Florida","30.44039735, -83.70534443","Reported by private citizen to Harley Means - Recieved Mon, Jun 13, 2022, 12:22 PM; Located approximately 0.29 miles south of SR8/I-10 In Greenville, FL 32331.",Not Verified
Unnamed Spring,Jefferson,"Jefferson County, Florida","30.24076595, -83.91664503",The spring head is a hole in a dolostone wall that is variably silicified and above a large outcrop of the same rock that creates an extended bench above the river. Reported by T. Greenhalgh,Not Verified
Unnamed Spring,Madison,"Madison County, Florida","30.31773895, -83.80845502",Took Mt. Gilead dirt road to the Middle Aucilla Conservation Area. The 1st spring was in the river outboard of the boat ramp. GPS coordinates acquired and photos taken. Small âsand boilâ visible in the riverbed. Marked by locals with a crescent of rocks.,Not Verified
Unnamed Spring,Jefferson,"Jefferson County, Florida","30.31579595, -83.80091302","Upstream from âDon Watson camp Spring,""  a log in the riverbed closer to the west riverbank. This one typically has a distinct Sulphur smell.  GPS coordinates acquired and photos taken. Reported by T. Greenhalgh",Not Verified
Unnamed Spring,Madison,"Madison County, Florida","30.31550795, -83.80233302",Upstream from âMt. Gilead Springâ was Don Watson Camp. Another small spring was verified with position information and photos taken.  Reported by T. Greenhalgh,Not Verified
Unnamed Spring,Madison,"Madison County, Florida","30.32845595, -83.78740502",Upstream from âSulphur Log Springâ  a 1-2ft diameter spring head is located a few feet from the cutbank that creates a small run that flows into the river. Reported by T. Greenhalgh,Not Verified
Unnamed Spring,Jefferson,"Jefferson County, Florida","30.26239195, -83.88965003",A 1-2 ft spring head that created a run into the river is âFlint Rock Springâ.  GPS coordinates acquired and photos taken. Abundant silicified limestone-dolostone in the area. Reported by T. Greenhalgh,Not Verified
VOLUSIA BLUE SPRING,Volusia,"Volusia County, Florida","28.94748376, -81.3395884",Spring          Low Impact,County Park
VORTEX SPRING,Holmes,"Holmes County, Florida","30.77058634, -85.94831447",Natural spring in Florida,Not Verified
WACISSA SPRING #1,Jefferson,"Jefferson County, Florida","30.33947932, -83.99177691",This spring is listed in FGS Bulleitn 66 and SRWMD WR-00-03.,Public Access
WACISSA SPRING #2,Jefferson,"Jefferson County, Florida","30.3398859, -83.99148206",Spring is listed in FGS Bulletin 66 and SRWMD WR00-03.,Public Access
WACISSA SPRING #3,Jefferson,"Jefferson County, Florida","30.33956317, -83.99119989",Spring is listed in FGS Bulletin 66.,Public Access
WACISSA SPRING #4,Jefferson,"Jefferson County, Florida","30.34041597, -83.99053417",Spring type is an excurgence that is where underground stream reaches surface.  SRWMD 070115;,Public Access
WACISSA UNNAMED SPRING,Jefferson,"Jefferson County, Florida","30.30228195, -83.97961802",This spring is listed in FGS Bulleitn 66 and SRWMD WR-00-03.,Not Verified
WADDELLS MILL POND SPRING,Jackson,"Jackson County, Florida","30.87712489, -85.34482885",Spring is listed in FGS B66 and in NWFWMD WRSR 04-01,Not Verified
WADESBORO SPRING,Clay,"Clay County, Florida","30.15749998, -81.7226",Spring               Film,Not Verified
WADESBORO SPRING,Clay,"Clay County, Florida","30.1569, -81.7222",Natural spring in Florida,Not Verified
WAKULLA NO NAME SPRING,Wakulla,"Wakulla County, Florida","30.21481451, -84.26650516",Spring is listed in FGS Bulletin 66.,Not Verified
WAKULLA SPRING,Wakulla,"Wakulla County, Florida","30.23517889, -84.30255944","This spring is listed in FGS Bulletins 31, 31R and 66, as well as NWFWMD WRSR 06-03, this spring has been widely studied by various organizations and was nominated for global recognition as the world's largest spring.",State Park
WAKULLA SULFUR SPRING #1,Wakulla,"Wakulla County, Florida","30.18163858, -84.24865372",General information about this spring can be found in NWFWMD WRSR 06-03,Not Verified
WAKULLA SULFUR SPRING #2,Wakulla,"Wakulla County, Florida","30.18287131, -84.24902737",General information about this spring can be found in NWFWMD WRSR 06-03,Not Verified
WAKULLA SULFUR SPRING #3,Wakulla,"Wakulla County, Florida","30.18112258, -84.24273672",General information about this spring can be found in NWFWMD WRSR 06-03,Not Verified
WALDO SPRING,Taylor,"Taylor County, Florida","30.04917861, -83.62992639",Information on this spring can be found in FGS Bulletin 66.,Not Verified
WALKER SPRING (JEFFERSON),Jefferson,"Jefferson County, Florida","30.28092758, -83.85359852",Spring type is exsurgence. SRWMD 070115;,Not Verified
WALKER SPRING (SUWANNEE),Suwannee,"Suwannee County, Florida","30.13305551, -83.13055558",Station maps 181 ft to the west of the FDEP-FGS location for sinkhole; Station is estavelle SRWMD 070115;,Not Verified
WARM MINERAL SPRING,Sarasota,"Sarasota County, Florida","27.05990482, -82.26036308",Natural spring in Florida,Not Verified
WASHINGTON BLUE SPRING (CHOCTAWHATCHEE),Washington,"Washington County, Florida","30.51325884, -85.84718558",Spring referenced in NWFWMD WRSR0502 and FGS B66,County Park
WASHINGTON BLUE SPRING (ECONFINA) #1,Washington,"Washington County, Florida","30.45282245, -85.53036879",Spring is featured in FGS B66 and NWFWMD WRSR 04-02 Econfina Creek Spring INventory,County Park
WASHINGTON BLUE SPRING (ECONFINA) #2,Washington,"Washington County, Florida","30.45309995, -85.53125002",Spring is featured in FGS B66 and NWFWMD WRSR 04-02 Econifna Creek Spring Inventory,County Park
WASHINGTON BLUE SPRING (ECONFINA) #3,Washington,"Washington County, Florida","30.45154162, -85.53116391",Spring is featured in FGS B66 and NWFWMD WRSR04-02 (Econfina Creek Spring Inventory),County Park
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67559995, -85.64760003",Spring is listed in B66 Appendix B. Spring was not visited by FGS Springs team and were reported by W. Shirling,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.57789995, -85.83926669","Spring is referenced in NWFWMD WRSR-2008-01 and listed in B66 spring appendix with LatDMS and LongDMS as 30 34 40.58346, -85 50 21.17558. More info provided in WRSR-2008-01",Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.60893329, -85.77555003","Spring is listed in B66 appendix B2, with source of W. Shirling - A citizen scientist who led FGS on Holmes Creek to catalogue several springs.",Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66628329, -85.66476391",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66721106, -85.66348614",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66718329, -85.66387502",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66878527, -85.65580534","Seep, listed in FGS B66 and NWFWMD WRSR 2008-01",Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67066662, -85.65480003","Unnamed Spring in B66, not visited by Springs Team, Source is W. Shirling, STN_ALIAS # refers to combo of Lat and Long for this spring",Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.6731169, -85.6529128",Spring is listed in NWFWMD WRSR 2008 - 01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67291662, -85.65273336","Spring is listed in B66 Apendix B - FGS did not vist this spring, source is W. Shirling, STN_ALIAS # refers to Lat/Long coordinates for this unnamed spring.",Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67368162, -85.65128697",Spring is listed in NWFWMD WRSR 2008 - 01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67376134, -85.65127808",Spring is listed in NWFWMD WRSR 2008 - 01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67409995, -85.64970002",Spring is listed in B66 Appendix B. Spring was not visited by FGS Springs team and were reported by W. Shirling,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67399995, -85.65030003",Spring is listed in B66 Appendix B. Spring was not visited by FGS Springs team and were reported by W. Shirling,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67436551, -85.65047447",Spring is listed in NWFWMD WRSR 2008 - 01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67429995, -85.64800003",Spring is listed in B66 Appendix B. Spring was not visited by FGS Springs team and were reported by W. Shirling,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67431134, -85.64880475",Spring is listed in NWFWMD WRSR 2008 - 01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67421495, -85.64870558",Spring is listed in NWFWMD WRSR 2008 - 01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67436551, -85.65098252",Spring is listed in NWFWMD WRSR 2008 - 01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67496662, -85.64791669",Spring is listed in B66 Appendix B. Spring was not visited by FGS Springs team and were reported by W. Shirling,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67498606, -85.64882947",Spring is listed in NWFWMD WRSR 2008 - 01,Not Verified
